states
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 
labels
empty init elected 
initial
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
transitions
0.015873015873015865 0.002645502645502644 0.010582010582010576 0.010582010582010576 0.021164021164021152 0.026455026455026443 0.010582010582010576 0.015873015873015865 0.007936507936507933 0.013227513227513222 0.021164021164021152 0.01851851851851851 0.023809523809523798 0.023809523809523798 0.005291005291005288 0.01851851851851851 0.021164021164021152 0.021164021164021152 0.023809523809523798 0.005291005291005288 0.015873015873015865 0.026455026455026443 0.023809523809523798 0.026455026455026443 0.013227513227513222 0.010582010582010576 0.002645502645502644 0.010582010582010576 0.015873015873015865 0.002645502645502644 0.007936507936507933 0.010582010582010576 0.023809523809523798 0.005291005291005288 0.010582010582010576 0.010582010582010576 0.010582010582010576 0.021164021164021152 0.002645502645502644 0.005291005291005288 0.026455026455026443 0.026455026455026443 0.002645502645502644 0.013227513227513222 0.021164021164021152 0.010582010582010576 0.007936507936507933 0.021164021164021152 0.007936507936507933 0.002645502645502644 0.002645502645502644 0.013227513227513222 0.015873015873015865 0.015873015873015865 0.01851851851851851 0.023809523809523798 0.013227513227513222 0.005291005291005288 0.013227513227513222 0.026455026455026443 0.023809523809523798 0.005291005291005288 0.005291005291005288 0.021164021164021152 0.026455026455026443 0.026455026455026443 0.010582010582010576 0.01851851851851851 0.0 
0.02469135802469134 0.009259259259259252 0.0030864197530864174 0.01234567901234567 0.018518518518518504 0.030864197530864175 0.015432098765432088 0.015432098765432088 0.021604938271604923 0.015432098765432088 0.015432098765432088 0.01234567901234567 0.015432098765432088 0.015432098765432088 0.02777777777777776 0.015432098765432088 0.01234567901234567 0.02469135802469134 0.018518518518518504 0.018518518518518504 0.0030864197530864174 0.006172839506172835 0.018518518518518504 0.030864197530864175 0.01234567901234567 0.0030864197530864174 0.018518518518518504 0.0030864197530864174 0.006172839506172835 0.009259259259259252 0.015432098765432088 0.009259259259259252 0.0030864197530864174 0.01234567901234567 0.009259259259259252 0.0030864197530864174 0.02469135802469134 0.018518518518518504 0.030864197530864175 0.0030864197530864174 0.009259259259259252 0.02469135802469134 0.009259259259259252 0.030864197530864175 0.009259259259259252 0.01234567901234567 0.01234567901234567 0.009259259259259252 0.01234567901234567 0.015432098765432088 0.006172839506172835 0.009259259259259252 0.030864197530864175 0.006172839506172835 0.015432098765432088 0.021604938271604923 0.02777777777777776 0.009259259259259252 0.01234567901234567 0.0030864197530864174 0.0030864197530864174 0.021604938271604923 0.0030864197530864174 0.021604938271604923 0.01234567901234567 0.01234567901234567 0.02777777777777776 0.02777777777777776 0.0 
0.021634615384615374 0.0072115384615384585 0.009615384615384612 0.0072115384615384585 0.002403846153846153 0.021634615384615374 0.021634615384615374 0.009615384615384612 0.021634615384615374 0.0072115384615384585 0.021634615384615374 0.012019230769230765 0.009615384615384612 0.002403846153846153 0.012019230769230765 0.009615384615384612 0.01682692307692307 0.02403846153846153 0.021634615384615374 0.002403846153846153 0.021634615384615374 0.014423076923076917 0.02403846153846153 0.002403846153846153 0.02403846153846153 0.01682692307692307 0.014423076923076917 0.009615384615384612 0.004807692307692306 0.021634615384615374 0.002403846153846153 0.012019230769230765 0.02403846153846153 0.01682692307692307 0.014423076923076917 0.019230769230769225 0.021634615384615374 0.021634615384615374 0.02403846153846153 0.0072115384615384585 0.021634615384615374 0.01682692307692307 0.01682692307692307 0.02403846153846153 0.004807692307692306 0.01682692307692307 0.021634615384615374 0.021634615384615374 0.009615384615384612 0.0072115384615384585 0.009615384615384612 0.01682692307692307 0.009615384615384612 0.01682692307692307 0.014423076923076917 0.019230769230769225 0.002403846153846153 0.021634615384615374 0.012019230769230765 0.01682692307692307 0.014423076923076917 0.021634615384615374 0.0072115384615384585 0.009615384615384612 0.02403846153846153 0.019230769230769225 0.014423076923076917 0.009615384615384612 0.0 
0.013550135501355014 0.016260162601626018 0.01084010840108401 0.01084010840108401 0.02168021680216802 0.02710027100271003 0.02710027100271003 0.02710027100271003 0.02168021680216802 0.01084010840108401 0.008130081300813009 0.01084010840108401 0.02710027100271003 0.02168021680216802 0.02168021680216802 0.016260162601626018 0.005420054200542005 0.008130081300813009 0.008130081300813009 0.024390243902439025 0.005420054200542005 0.016260162601626018 0.024390243902439025 0.013550135501355014 0.0027100271002710027 0.008130081300813009 0.016260162601626018 0.016260162601626018 0.0027100271002710027 0.024390243902439025 0.005420054200542005 0.005420054200542005 0.0027100271002710027 0.01084010840108401 0.024390243902439025 0.024390243902439025 0.013550135501355014 0.013550135501355014 0.0027100271002710027 0.02710027100271003 0.01084010840108401 0.02168021680216802 0.01084010840108401 0.008130081300813009 0.005420054200542005 0.005420054200542005 0.008130081300813009 0.005420054200542005 0.013550135501355014 0.008130081300813009 0.016260162601626018 0.016260162601626018 0.016260162601626018 0.008130081300813009 0.016260162601626018 0.02168021680216802 0.02168021680216802 0.018970189701897018 0.005420054200542005 0.018970189701897018 0.02168021680216802 0.008130081300813009 0.01084010840108401 0.005420054200542005 0.02710027100271003 0.016260162601626018 0.02710027100271003 0.02710027100271003 0.0 
0.008130081300813009 0.0027100271002710027 0.02710027100271003 0.005420054200542005 0.02710027100271003 0.0027100271002710027 0.018970189701897018 0.0027100271002710027 0.013550135501355014 0.024390243902439025 0.013550135501355014 0.01084010840108401 0.01084010840108401 0.024390243902439025 0.024390243902439025 0.02168021680216802 0.0027100271002710027 0.01084010840108401 0.024390243902439025 0.02168021680216802 0.02168021680216802 0.005420054200542005 0.024390243902439025 0.013550135501355014 0.02168021680216802 0.0027100271002710027 0.013550135501355014 0.02710027100271003 0.0027100271002710027 0.018970189701897018 0.013550135501355014 0.008130081300813009 0.013550135501355014 0.018970189701897018 0.01084010840108401 0.01084010840108401 0.02168021680216802 0.024390243902439025 0.016260162601626018 0.0027100271002710027 0.024390243902439025 0.016260162601626018 0.013550135501355014 0.02168021680216802 0.013550135501355014 0.005420054200542005 0.01084010840108401 0.01084010840108401 0.02710027100271003 0.008130081300813009 0.016260162601626018 0.008130081300813009 0.01084010840108401 0.016260162601626018 0.02168021680216802 0.008130081300813009 0.02168021680216802 0.005420054200542005 0.018970189701897018 0.016260162601626018 0.0027100271002710027 0.0027100271002710027 0.01084010840108401 0.005420054200542005 0.02710027100271003 0.02710027100271003 0.018970189701897018 0.018970189701897018 0.0 
