states
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 
labels
empty init elected 
initial
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
transitions
0.01671309192200557 0.02506963788300835 0.02785515320334261 0.01671309192200557 0.0027855153203342614 0.0027855153203342614 0.005571030640668523 0.02228412256267409 0.01949860724233983 0.02785515320334261 0.008356545961002784 0.013927576601671305 0.01671309192200557 0.008356545961002784 0.013927576601671305 0.008356545961002784 0.013927576601671305 0.02228412256267409 0.02228412256267409 0.02785515320334261 0.005571030640668523 0.02228412256267409 0.0027855153203342614 0.01949860724233983 0.02785515320334261 0.02785515320334261 0.02228412256267409 0.01949860724233983 0.02785515320334261 0.005571030640668523 0.0027855153203342614 0.005571030640668523 0.02506963788300835 0.02506963788300835 0.011142061281337046 0.02785515320334261 0.02506963788300835 0.02228412256267409 0.011142061281337046 0.01949860724233983 0.01671309192200557 0.005571030640668523 0.02785515320334261 0.011142061281337046 0.013927576601671305 0.02506963788300835 0.005571030640668523 0.013927576601671305 0.0027855153203342614 0.011142061281337046 0.02785515320334261 0.008356545961002784 0.0027855153203342614 0.013927576601671305 0.02785515320334261 0.008356545961002784 0.02228412256267409 0.02228412256267409 0.02785515320334261 0.02506963788300835 0.0 
0.020114942528735635 0.028735632183908053 0.01149425287356322 0.02298850574712644 0.02298850574712644 0.014367816091954026 0.01724137931034483 0.028735632183908053 0.01149425287356322 0.020114942528735635 0.025862068965517248 0.002873563218390805 0.008620689655172415 0.02298850574712644 0.02298850574712644 0.028735632183908053 0.02298850574712644 0.01149425287356322 0.002873563218390805 0.025862068965517248 0.02298850574712644 0.02298850574712644 0.00574712643678161 0.00574712643678161 0.01149425287356322 0.002873563218390805 0.025862068965517248 0.020114942528735635 0.014367816091954026 0.01724137931034483 0.020114942528735635 0.008620689655172415 0.01724137931034483 0.02298850574712644 0.025862068965517248 0.014367816091954026 0.014367816091954026 0.02298850574712644 0.02298850574712644 0.014367816091954026 0.028735632183908053 0.002873563218390805 0.008620689655172415 0.002873563218390805 0.02298850574712644 0.00574712643678161 0.02298850574712644 0.028735632183908053 0.025862068965517248 0.014367816091954026 0.002873563218390805 0.00574712643678161 0.028735632183908053 0.025862068965517248 0.008620689655172415 0.01149425287356322 0.00574712643678161 0.008620689655172415 0.02298850574712644 0.008620689655172415 0.0 
0.021148036253776443 0.0030211480362537773 0.030211480362537776 0.009063444108761334 0.021148036253776443 0.021148036253776443 0.009063444108761334 0.02416918429003022 0.02416918429003022 0.0030211480362537773 0.021148036253776443 0.018126888217522667 0.006042296072507555 0.015105740181268888 0.021148036253776443 0.0030211480362537773 0.021148036253776443 0.018126888217522667 0.006042296072507555 0.009063444108761334 0.006042296072507555 0.018126888217522667 0.015105740181268888 0.0030211480362537773 0.02416918429003022 0.027190332326283997 0.030211480362537776 0.018126888217522667 0.02416918429003022 0.0030211480362537773 0.030211480362537776 0.01208459214501511 0.030211480362537776 0.006042296072507555 0.015105740181268888 0.015105740181268888 0.021148036253776443 0.027190332326283997 0.027190332326283997 0.030211480362537776 0.009063444108761334 0.02416918429003022 0.018126888217522667 0.018126888217522667 0.015105740181268888 0.018126888217522667 0.027190332326283997 0.018126888217522667 0.027190332326283997 0.006042296072507555 0.006042296072507555 0.027190332326283997 0.02416918429003022 0.0030211480362537773 0.01208459214501511 0.015105740181268888 0.009063444108761334 0.0030211480362537773 0.01208459214501511 0.018126888217522667 0.0 
0.006711409395973155 0.010067114093959733 0.01677852348993289 0.01342281879194631 0.0033557046979865775 0.023489932885906045 0.0033557046979865775 0.02684563758389262 0.010067114093959733 0.0302013422818792 0.01342281879194631 0.0033557046979865775 0.0302013422818792 0.01677852348993289 0.010067114093959733 0.03355704697986578 0.0033557046979865775 0.01342281879194631 0.0302013422818792 0.006711409395973155 0.01677852348993289 0.01342281879194631 0.01342281879194631 0.023489932885906045 0.02684563758389262 0.01342281879194631 0.020134228187919465 0.01342281879194631 0.010067114093959733 0.01677852348993289 0.01677852348993289 0.0033557046979865775 0.01342281879194631 0.01342281879194631 0.0302013422818792 0.01342281879194631 0.020134228187919465 0.023489932885906045 0.02684563758389262 0.020134228187919465 0.006711409395973155 0.02684563758389262 0.0033557046979865775 0.010067114093959733 0.0302013422818792 0.010067114093959733 0.006711409395973155 0.01677852348993289 0.0033557046979865775 0.01677852348993289 0.006711409395973155 0.02684563758389262 0.01342281879194631 0.006711409395973155 0.023489932885906045 0.023489932885906045 0.03355704697986578 0.023489932885906045 0.03355704697986578 0.023489932885906045 0.0 
0.0029850746268656717 0.0029850746268656717 0.008955223880597015 0.029850746268656716 0.020895522388059702 0.0029850746268656717 0.020895522388059702 0.023880597014925373 0.0029850746268656717 0.011940298507462687 0.029850746268656716 0.0029850746268656717 0.011940298507462687 0.014925373134328358 0.023880597014925373 0.01791044776119403 0.011940298507462687 0.026865671641791045 0.026865671641791045 0.0029850746268656717 0.020895522388059702 0.023880597014925373 0.029850746268656716 0.01791044776119403 0.014925373134328358 0.029850746268656716 0.01791044776119403 0.008955223880597015 0.01791044776119403 0.020895522388059702 0.020895522388059702 0.026865671641791045 0.023880597014925373 0.023880597014925373 0.023880597014925373 0.008955223880597015 0.020895522388059702 0.0029850746268656717 0.01791044776119403 0.008955223880597015 0.005970149253731343 0.026865671641791045 0.01791044776119403 0.029850746268656716 0.014925373134328358 0.029850746268656716 0.005970149253731343 0.008955223880597015 0.0029850746268656717 0.014925373134328358 0.023880597014925373 0.0029850746268656717 0.020895522388059702 0.008955223880597015 0.014925373134328358 0.011940298507462687 0.020895522388059702 0.023880597014925373 0.020895522388059702 0.011940298507462687 0.0 
